id,created_at,text
502829439986991104,2014-08-22 14:47:35,"RT @AbuIsmael3268: SubhanAllah, the kuffar open fire in a Sunni mosque no public abhorring, #IS execute one American &amp; chaos all over the m…"
502829405132296193,2014-08-22 14:47:26,"RT @AbuIsmael3268: Pictures of the bombing inside the mosque in Diyāla &amp; of the dead Sunni's, may Allah grant them Jannah!

#IS #ISIS http:…"
502827786290352128,2014-08-22 14:41:01,"PT: This is why the kuffar spare no opportunity to attack #Muslims for ""crimes"" while ignoring crimes by their own. They are a single Millah"
502827452230795264,2014-08-22 14:39:41,Allah (SWT) also says about the matter of treating the Kuffar as allies (#IS #IslamicState #Khilafah #Jihad #Islam): http://t.co/2RgZHnKbrT
502827244189147136,2014-08-22 14:38:51,"Regarding the previous tweets, learn what Allah (SWT) says about treating the Kuffar as allies (#IS #IslamicState): http://t.co/PZvgeIlEHm"
502826292073730048,2014-08-22 14:35:04,"RT @ShamiWitness: #PT Forget outrage, beyond mention in Iraqi Sunni media, killings in Fallujah ,Saqlawiyah don't even get a footnote in gl…"
502826253087703040,2014-08-22 14:34:55,"RT @ShamiWitness: Fallujah,Saqlawiyah barrel bombed by US-backed Shia govt every day.Every day tens killed,every time  civilians.Where's th…"
502826118320508928,2014-08-22 14:34:23,"RT @Alansarialjanab: Notice how quiet the western journalists are about #Diyala Massacre by Shia Militia, If it was #IS, hell would break l…"
502825748626161664,2014-08-22 14:32:55,"PRT: Leader of #Lebanese Christians declares war on #IS, says willing hes to work with #Hezbollah, who killed thousands of Sunnis in #Syria"
502825048340971520,2014-08-22 14:30:08,"RT @Alansarialjanab: Lebanese Patriarch Bechara Boutros al-Rahi: We are ready to meet Nasrallah to confront the Islamic State
#ISIS
http://…"
502822033894686721,2014-08-22 14:18:09,"RT @Shazire_Shazam: LIVE #Iraq - Shia ""Asaib Ahl al-Haq"" militia killed 73 people at mosque in #Baquba in #Diyala province. Reports - @mark…"
502821341142450177,2014-08-22 14:15:24,These are the people @BarackObama is providing air support to (#Shia #SunniGenocide #IS): http://t.co/jPhdJgMtPQ http://t.co/meftpuqPjS
502820715608150016,2014-08-22 14:12:55,RT @AJEnglish: Dozens dead in attack on Sunni mosque in Iraq http://t.co/WVSLtCcMxu
502819208317923328,2014-08-22 14:06:55,@AbuTalhaTurki @ProxetSC2 @Abulooz22 @RamiAlLolah They seem to be Turkish and their faces are visible. brothers can track them down
502814200935505920,2014-08-22 13:47:02,@ghazishami A lot of the brothers who were arrested were flagged after coming to debate Maqdisi. I wont be surprised if it was a honeytrap
502813712622047232,2014-08-22 13:45:05,"RT @AsawirtimediaIS: يا شعوب الجزيرة العربية 
لقد تبين لكم أن حكوماتكم يحاربون المجاهدين في صف أمريكا والرافضة 
فلا عذر لكم وإن الله سوف يس…"
502812177267691520,2014-08-22 13:38:59,"Warning. This account is fake: https://t.co/39PEn56EXk

This is the genuine one: @AsawirtimediaIS"
502810269517885440,2014-08-22 13:31:24,"RT @Hais74: @AbuUmarAlAnsari they Shiites entered mosque , locked the doors and began firing on Sunna Muslim worshippers"
502807981239836673,2014-08-22 13:22:19,"RT @AnonymousPress: It’s Gotten So Bad In Ferguson, Palestinians Have Begun Giving Advice To Protesters (PHOTOS) 
http://t.co/2wzQJdBDoV ht…"
502806377405104128,2014-08-22 13:15:56,"When Ahlus-Sunnah need unity, traitors like Yasir Qadhi divide us by condemning the Mujahideen and telling Muslims to be patriotic Americans"
502805984759533568,2014-08-22 13:14:23,"RT @SheikhAdnan2014: @abuumaralansari Signs of Support in # Kashmir for
Islamic State Alarm Intel Agencies
http://t.co/GHQldV102M"
502805747479375873,2014-08-22 13:13:26,"All Kuffar have united against #Muslims. Christians, Jews, Shia, Russians, Peshmerga. Isn't it time you showed your loyalty to Muslims?"
502804763613089793,2014-08-22 13:09:31,"RT @ahmadmusajibril: After we give our pledge to the Messenger ﷺ the *universe* will fight us!
~Ibn Ubada

The path of the messenger ﷺ &amp; th…"
502804115123351552,2014-08-22 13:06:57,David Camerons speech indicate the real reason why they go to war with the #Khilafah. Khilafah itself is the threat http://t.co/OVIMa5va6s
502803037145292801,2014-08-22 13:02:40,This is a war to stop #Muslims from regaining power and sovereignty. Kuffar have admitted this with their own mouths http://t.co/rnVu5cFrVh
502801945749639168,2014-08-22 12:58:20,Dont trust American propaganda. Why is it that they only attack when the #IslamicState announce Khilafah and conquer #Iraq and #Syria? Think
502801495767916544,2014-08-22 12:56:32,"171,000 Muslims killed in #Syria. Thousands killed in Assad chemical weapons attack. But America only attack when an #IslamicState is formed"
502799748240125953,2014-08-22 12:49:36,"Shia militia in Diyala massacre 70 Sunni Muslims worshiping at a mosque, executing survivors. #Iraq #الروافض_يعدمون_70_مصليا_بديالى"
502595191061377025,2014-08-21 23:16:45,@HazimieNasser yes i know but they were usaing those rockets to fire on sahaway
502592957216985089,2014-08-21 23:07:53,The #Islamic_State destroy sahawat and #Shia militia bases after they flee Dhuluiya (#IS #IslamicState #Khilafah): http://t.co/dvs7ZKvycN
502592731844456449,2014-08-21 23:06:59,The #Islamic_State destroy sahawat and #Shia militia bases after they flee Dhuluiya (#IS #IslamicState #Khilafah): http://t.co/ycwqVGc8ae
502592567633252352,2014-08-21 23:06:20,The #Islamic_State destroy sahawat and #Shia militia bases after they flee Dhuluiya (#IS #IslamicState #Khilafah): http://t.co/uD489xho9W
502591770312835072,2014-08-21 23:03:10,"The #Islamic_State destroy sahawat and #Shia militia vehicles in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/nTBiQUBvY1"
502591455484190720,2014-08-21 23:01:55,"The #Islamic_State target sahawat and #Shia militia in Dhuluiya, #Iraq with mortars (#IS #IslamicState #Khilafah): http://t.co/GwvmQG1S6B"
502591184578285568,2014-08-21 23:00:50,"The #Islamic_State target sahawat and #Shia militia in Dhuluiya, #Iraq with mortars (#IS #IslamicState #Khilafah): http://t.co/XgC7JHQdjk"
502591104613896192,2014-08-21 23:00:31,"The #Islamic_State target sahawat and #Shia militia in Dhuluiya, #Iraq with mortars (#IS #IslamicState #Khilafah): http://t.co/sN9MNM8TaU"
502591030915784704,2014-08-21 23:00:14,"The #Islamic_State target sahawat and #Shia militia in Dhuluiya, #Iraq with mortars (#IS #IslamicState #Khilafah): http://t.co/Iry8sFfETy"
502590597438660609,2014-08-21 22:58:30,"An #Islamic_State sniper targets apostates and munafiqeen in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/4mANNEC8Kq"
502590312305688576,2014-08-21 22:57:22,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/TVPET9FxbP"
502590196844859393,2014-08-21 22:56:55,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/tW6x7W1TiA"
502590101156028416,2014-08-21 22:56:32,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/vqunx4qaXg"
502590036354035712,2014-08-21 22:56:16,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/Pi2CSRCFJm"
502589943043354624,2014-08-21 22:55:54,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/ex336veSg4"
502589817788837888,2014-08-21 22:55:24,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/Dqgk6BQsev"
502589744346566656,2014-08-21 22:55:07,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/mbbDjbDgMC"
502589675392208896,2014-08-21 22:54:50,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/d5TJNXBVJS"
502589601379536898,2014-08-21 22:54:33,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/9gTiwooHgv"
502589528910352384,2014-08-21 22:54:16,"The #Islamic_State engage in battle with the sahawat and militia in Dhuluiya, #Iraq (#IS #IslamicState #Khilafah): http://t.co/HSVFiGvxH9"
502588831422754816,2014-08-21 22:51:29,"The #Islamic_State fought against Iraqi sahwah and militias in Dhuluiyah, Salah Ad-Din, #Iraq: http://t.co/HA2LgQMHvn http://t.co/qQhKwZTRJO"
502586310604115969,2014-08-21 22:41:28,RT @aaljabhaa_en: The second announcement from the front  media to support of the Islamic state https://t.co/lxxI7SsPJL http://t.co/gGQSZKA…
